CTVs Signed	Canvassed	Dials	Minutes on dialer	VBM (Yes)	VBM (Yes-Offline)	Plan to Vote (Early (In-Person))	Plan to Vote (Election Day)	Plan to Vote (Vote By Mail)	Week Number	datecanvassed	statecode	week_range
703.0	1146.0	181179.0	33396.73	7.0	8.0	0.0	0.0	0.0	5.0	2020-09-27	MI	09/26 - 10/02
695.0	3362.0	208371.0	65631.74	15.0	10.0	0.0	0.0	0.0	5.0	2020-09-28	MI	09/26 - 10/02
944.0	3239.0	237613.0	70458.98	6.0	14.0	0.0	0.0	0.0	5.0	2020-09-29	MI	09/26 - 10/02
973.0	3314.0	214948.0	72775.05999999998	10.0	7.0	0.0	0.0	0.0	5.0	2020-09-30	MI	09/26 - 10/02
0.0	1585.0	70872.0	14157.23	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-03	MI	10/03 - 10/09
0.0	1929.0	100998.0	16752.109999999997	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-04	MI	10/03 - 10/09
0.0	2111.0	116213.0	15510.460000000003	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-05	MI	10/03 - 10/09
0.0	1660.0	104544.0	13467.99	1.0	0.0	0.0	0.0	0.0	3.0	2020-10-10	MI	10/10 - 10/16
0.0	2208.0	120784.0	14892.79	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-11	MI	10/10 - 10/16
0.0	2980.0	121151.0	14519.1	1.0	0.0	0.0	0.0	0.0	3.0	2020-10-12	MI	10/10 - 10/16
0.0	1899.0	89770.0	10874.710000000001	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-17	MI	10/17 - 10/23
0.0	1949.0	94253.0	11631.780000000002	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-18	MI	10/17 - 10/23
0.0	2796.0	139634.0	15010.46	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-19	MI	10/17 - 10/23
0.0	1732.0	112546.0	12077.55	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-20	MI	10/17 - 10/23
0.0	325.0	52203.0	8991.93	2.0	0.0	46.0	123.0	43.0	1.0	2020-10-24	MI	10/24 - 11/03
0.0	535.0	86120.0	12876.020000000002	1.0	0.0	77.0	180.0	55.0	1.0	2020-10-25	MI	10/24 - 11/03
0.0	876.0	149942.0	17348.640000000003	3.0	0.0	121.0	327.0	86.0	1.0	2020-10-26	MI	10/24 - 11/03
0.0	933.0	94249.0	14356.420000000002	1.0	0.0	121.0	376.0	64.0	1.0	2020-10-27	MI	10/24 - 11/03
0.0	987.0	145041.0	17597.530000000002	0.0	0.0	98.0	444.0	51.0	1.0	2020-10-31	MI	10/24 - 11/03
0.0	907.0	122971.0	17170.55	0.0	0.0	35.0	527.0	18.0	1.0	2020-11-02	MI	10/24 - 11/03
0.0	289.0	43173.0	80519.80000000002	0.0	0.0	0.0	103.0	6.0	1.0	2020-11-03	MI	10/24 - 11/03
2322.0	3151.0	174054.0	28091.65	50.0	42.0	0.0	0.0	0.0	9.0	2020-08-29	NC	08/29 - 09/04
1377.0	1877.0	97625.0	28654.22	25.0	22.0	0.0	0.0	0.0	9.0	2020-08-30	NC	08/29 - 09/04
1825.0	2417.0	110011.0	85731.34	41.0	27.0	0.0	0.0	0.0	9.0	2020-08-31	NC	08/29 - 09/04
4369.0	5839.0	293583.0	50103.25000000001	58.0	60.0	0.0	0.0	0.0	7.0	2020-09-13	NC	09/12 - 09/18
3706.0	5093.0	268028.0	46985.909999999996	44.0	48.0	0.0	0.0	0.0	7.0	2020-09-14	NC	09/12 - 09/18
0.0	2101.0	58983.0	11965.199999999997	2.0	0.0	1.0	1.0	0.0	6.0	2020-09-22	NC	09/19 - 09/25
0.0	2096.0	73396.0	13636.26	0.0	0.0	0.0	2.0	0.0	6.0	2020-09-23	NC	09/19 - 09/25
0.0	1627.0	55994.0	11325.009999999998	0.0	0.0	23.0	15.0	13.0	5.0	2020-09-26	NC	09/26 - 10/02
0.0	1453.0	56440.0	11235.49	1.0	0.0	30.0	16.0	42.0	5.0	2020-09-27	NC	09/26 - 10/02
0.0	1614.0	66312.0	11590.460000000003	0.0	0.0	12.0	12.0	8.0	5.0	2020-09-28	NC	09/26 - 10/02
0.0	1926.0	81861.0	12740.21	0.0	0.0	16.0	19.0	1.0	5.0	2020-09-29	NC	09/26 - 10/02
0.0	1773.0	81249.0	11671.75	0.0	0.0	11.0	8.0	6.0	5.0	2020-09-30	NC	09/26 - 10/02
0.0	967.0	46375.0	10125.380000000001	0.0	0.0	8.0	0.0	0.0	4.0	2020-10-03	NC	10/03 - 10/09
0.0	1218.0	68806.0	10200.92	0.0	0.0	17.0	1.0	0.0	4.0	2020-10-04	NC	10/03 - 10/09
0.0	1599.0	71243.0	10447.579999999998	2.0	0.0	18.0	4.0	1.0	4.0	2020-10-05	NC	10/03 - 10/09
0.0	1783.0	87553.0	11883.990000000002	0.0	0.0	12.0	0.0	0.0	4.0	2020-10-06	NC	10/03 - 10/09
0.0	1524.0	88398.0	11225.84	0.0	0.0	6.0	1.0	0.0	4.0	2020-10-07	NC	10/03 - 10/09
0.0	850.0	55958.0	8586.91	0.0	0.0	3.0	0.0	0.0	3.0	2020-10-10	NC	10/10 - 10/16
0.0	980.0	65117.0	9189.75	0.0	0.0	3.0	0.0	0.0	3.0	2020-10-11	NC	10/10 - 10/16
0.0	1259.0	59521.0	11085.34	4.0	0.0	681.0	296.0	107.0	3.0	2020-10-12	NC	10/10 - 10/16
0.0	1051.0	52511.0	10496.04	1.0	0.0	597.0	205.0	97.0	3.0	2020-10-13	NC	10/10 - 10/16
0.0	1085.0	65850.0	10108.120000000003	2.0	0.0	661.0	172.0	104.0	3.0	2020-10-14	NC	10/10 - 10/16
0.0	919.0	50986.0	8186.5	1.0	0.0	6.0	0.0	0.0	2.0	2020-10-17	NC	10/17 - 10/23
0.0	1110.0	62196.0	9081.679999999998	0.0	0.0	9.0	1.0	0.0	2.0	2020-10-18	NC	10/17 - 10/23
0.0	1039.0	69104.0	9964.980000000001	0.0	0.0	489.0	201.0	88.0	2.0	2020-10-19	NC	10/17 - 10/23
0.0	690.0	48288.0	8249.810000000001	0.0	0.0	288.0	113.0	51.0	2.0	2020-10-20	NC	10/17 - 10/23
0.0	556.0	38029.0	6645.4	1.0	0.0	192.0	92.0	18.0	2.0	2020-10-21	NC	10/17 - 10/23
0.0	283.0	26487.0	7394.12	0.0	0.0	2.0	0.0	0.0	1.0	2020-10-24	NC	10/24 - 11/03
0.0	798.0	63508.0	8698.72	0.0	0.0	4.0	1.0	0.0	1.0	2020-10-25	NC	10/24 - 11/03
0.0	623.0	69259.0	12615.09	0.0	0.0	233.0	109.0	45.0	1.0	2020-10-26	NC	10/24 - 11/03
0.0	505.0	53840.0	10589.58	0.0	0.0	184.0	51.0	33.0	1.0	2020-10-27	NC	10/24 - 11/03
0.0	665.0	76633.0	11986.59	0.0	0.0	215.0	133.0	24.0	1.0	2020-10-28	NC	10/24 - 11/03
0.0	736.0	95587.0	15246.33	0.0	0.0	121.0	234.0	23.0	1.0	2020-10-31	NC	10/24 - 11/03
0.0	659.0	99619.0	17185.32	0.0	0.0	47.0	232.0	8.0	1.0	2020-11-01	NC	10/24 - 11/03
0.0	713.0	87740.0	16966.27	0.0	0.0	14.0	286.0	14.0	1.0	2020-11-02	NC	10/24 - 11/03
0.0	668.0	80294.0	119291.89999999998	0.0	0.0	0.0	178.0	18.0	1.0	2020-11-03	NC	10/24 - 11/03
1842.0	2680.0	201227.0	42337.8	58.0	37.0	0.0	0.0	0.0	7.0	2020-09-12	NH	09/12 - 09/18
0.0	380.0	10147.0	2393.6400000000003	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-03	NH	10/03 - 10/09
0.0	402.0	12472.0	2423.2799999999997	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-04	NH	10/03 - 10/09
0.0	356.0	10882.0	2364.33	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-10	NH	10/10 - 10/16
0.0	420.0	15092.0	2561.4299999999994	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-11	NH	10/10 - 10/16
0.0	305.0	8993.0	1954.8899999999999	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-18	NH	10/17 - 10/23
0.0	421.0	14703.0	2139.28	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-19	NH	10/17 - 10/23
0.0	165.0	8339.0	1706.1100000000001	0.0	0.0	21.0	97.0	11.0	1.0	2020-10-24	NH	10/24 - 11/03
0.0	95.0	6495.0	1257.72	0.0	0.0	7.0	49.0	7.0	1.0	2020-10-25	NH	10/24 - 11/03
0.0	253.0	15433.0	2352.94	0.0	0.0	33.0	153.0	12.0	1.0	2020-10-26	NH	10/24 - 11/03
0.0	276.0	18025.0	6849.48	0.0	0.0	8.0	173.0	0.0	1.0	2020-10-31	NH	10/24 - 11/03
0.0	305.0	21243.0	7200.319999999999	0.0	0.0	5.0	201.0	0.0	1.0	2020-11-02	NH	10/24 - 11/03
1171.0	1873.0	109821.0	77415.56	79.0	28.0	0.0	0.0	0.0	9.0	2020-08-31	PA	08/29 - 09/04
2178.0	3446.0	170177.0	32860.909999999996	134.0	59.0	0.0	0.0	0.0	8.0	2020-09-08	PA	09/05 - 09/11
3946.0	6111.0	285275.0	43450.96	283.0	86.0	0.0	0.0	0.0	8.0	2020-09-09	PA	09/05 - 09/11
1831.0	2707.0	170547.0	76494.0	30.0	34.0	0.0	0.0	0.0	6.0	2020-09-19	PA	09/19 - 09/25
3878.0	5524.0	360972.0	49903.42999999999	54.0	42.0	0.0	0.0	0.0	6.0	2020-09-20	PA	09/19 - 09/25
3139.0	4553.0	307561.0	54562.130000000005	35.0	53.0	0.0	0.0	0.0	6.0	2020-09-21	PA	09/19 - 09/25
2154.0	3169.0	212454.0	33105.39	29.0	26.0	0.0	0.0	0.0	6.0	2020-09-22	PA	09/19 - 09/25
1547.0	2388.0	238952.0	23926.789999999997	9.0	30.0	0.0	0.0	0.0	6.0	2020-09-23	PA	09/19 - 09/25
0.0	2205.0	49219.0	14498.7	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-03	PA	10/03 - 10/09
0.0	2777.0	81447.0	16322.8	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-04	PA	10/03 - 10/09
0.0	2124.0	75602.0	14929.849999999999	1.0	0.0	0.0	0.0	0.0	4.0	2020-10-05	PA	10/03 - 10/09
0.0	2862.0	117465.0	17167.18	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-06	PA	10/03 - 10/09
0.0	2561.0	62093.0	15793.640000000001	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-07	PA	10/03 - 10/09
0.0	2071.0	70052.0	13255.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-10	PA	10/10 - 10/16
0.0	2516.0	79382.0	15504.750000000002	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-11	PA	10/10 - 10/16
0.0	3053.0	83016.0	17291.89	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-12	PA	10/10 - 10/16
0.0	2615.0	67736.0	16001.859999999999	1.0	0.0	0.0	0.0	0.0	3.0	2020-10-13	PA	10/10 - 10/16
0.0	2685.0	70943.0	14920.270000000002	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-14	PA	10/10 - 10/16
0.0	1366.0	44132.0	11138.11	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-17	PA	10/17 - 10/23
1.0	1959.0	65520.0	12934.880000000001	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-18	PA	10/17 - 10/23
0.0	2813.0	89002.0	16637.949999999997	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-19	PA	10/17 - 10/23
0.0	2576.0	75155.0	13414.88	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-20	PA	10/17 - 10/23
0.0	1634.0	45948.0	12210.770000000002	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-21	PA	10/17 - 10/23
0.0	1016.0	40874.0	11429.21	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-24	PA	10/24 - 11/03
0.0	2155.0	77286.0	11619.22	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-25	PA	10/24 - 11/03
0.0	1694.0	131372.0	18743.239999999998	1.0	0.0	107.0	905.0	254.0	1.0	2020-10-26	PA	10/24 - 11/03
0.0	1324.0	95979.0	15724.18	0.0	0.0	69.0	742.0	149.0	1.0	2020-10-27	PA	10/24 - 11/03
0.0	659.0	46858.0	10329.52	0.0	0.0	0.0	431.0	70.0	1.0	2020-10-28	PA	10/24 - 11/03
0.0	961.0	67036.0	21066.489999999998	0.0	0.0	0.0	766.0	25.0	1.0	2020-10-31	PA	10/24 - 11/03
0.0	1405.0	134348.0	23211.4	0.0	0.0	0.0	1061.0	29.0	1.0	2020-11-01	PA	10/24 - 11/03
0.0	1360.0	162405.0	24272.400000000005	0.0	0.0	0.0	1097.0	15.0	1.0	2020-11-02	PA	10/24 - 11/03
0.0	1378.0	118763.0	199059.1	0.0	0.0	0.0	502.0	21.0	1.0	2020-11-03	PA	10/24 - 11/03
2434.0	2990.0	258279.0	31413.87	84.0	52.0	0.0	0.0	0.0	10.0	2020-08-24	FL	08/22 - 08/28
2667.0	3323.0	291226.0	35046.49	82.0	59.0	0.0	0.0	0.0	10.0	2020-08-25	FL	08/22 - 08/28
2526.0	3158.0	267429.0	64795.280000000006	82.0	47.0	0.0	0.0	0.0	10.0	2020-08-26	FL	08/22 - 08/28
2393.0	2947.0	245067.0	66681.8	63.0	44.0	0.0	0.0	0.0	9.0	2020-08-31	FL	08/29 - 09/04
1891.0	2348.0	197657.0	34273.57	56.0	27.0	0.0	0.0	0.0	9.0	2020-09-01	FL	08/29 - 09/04
1977.0	2400.0	207110.0	33628.65	35.0	36.0	0.0	0.0	0.0	9.0	2020-09-02	FL	08/29 - 09/04
2171.0	2606.0	187523.0	32824.119999999995	51.0	19.0	0.0	0.0	0.0	8.0	2020-09-08	FL	09/05 - 09/11
2219.0	2721.0	207057.0	35747.88	41.0	22.0	0.0	0.0	0.0	8.0	2020-09-09	FL	09/05 - 09/11
3099.0	3815.0	316307.0	84185.50000000001	81.0	56.0	0.0	0.0	0.0	7.0	2020-09-15	FL	09/12 - 09/18
2934.0	3586.0	326187.0	80219.25999999998	85.0	64.0	0.0	0.0	0.0	7.0	2020-09-16	FL	09/12 - 09/18
1748.0	2209.0	210541.0	72949.68	47.0	27.0	0.0	0.0	0.0	6.0	2020-09-19	FL	09/19 - 09/25
2667.0	3344.0	269931.0	40710.29	98.0	35.0	0.0	0.0	0.0	6.0	2020-09-20	FL	09/19 - 09/25
2632.0	3278.0	317572.0	41379.020000000004	86.0	27.0	0.0	0.0	0.0	6.0	2020-09-21	FL	09/19 - 09/25
1789.0	2210.0	218130.0	22894.81	56.0	18.0	0.0	0.0	0.0	6.0	2020-09-22	FL	09/19 - 09/25
2388.0	2982.0	337557.0	39547.030000000006	67.0	30.0	0.0	0.0	0.0	6.0	2020-09-23	FL	09/19 - 09/25
0.0	2788.0	82248.0	23340.5	6.0	0.0	0.0	0.0	0.0	5.0	2020-09-26	FL	09/26 - 10/02
0.0	2331.0	78587.0	22727.120000000003	1.0	0.0	0.0	0.0	0.0	5.0	2020-09-27	FL	09/26 - 10/02
0.0	2398.0	73663.0	21147.54	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-28	FL	09/26 - 10/02
0.0	3696.0	142822.0	23542.749999999996	1.0	0.0	0.0	0.0	0.0	5.0	2020-09-29	FL	09/26 - 10/02
0.0	3689.0	127564.0	21325.949999999997	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-30	FL	09/26 - 10/02
0.0	3020.0	96614.0	19754.74	1.0	0.0	0.0	0.0	0.0	4.0	2020-10-03	FL	10/03 - 10/09
0.0	2675.0	76368.0	18738.82	1.0	0.0	0.0	0.0	0.0	4.0	2020-10-04	FL	10/03 - 10/09
0.0	3172.0	95244.0	20352.78	1.0	0.0	0.0	0.0	0.0	4.0	2020-10-05	FL	10/03 - 10/09
0.0	2698.0	92625.0	21821.48	1.0	0.0	0.0	0.0	0.0	4.0	2020-10-06	FL	10/03 - 10/09
0.0	3592.0	95802.0	21763.25	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-07	FL	10/03 - 10/09
0.0	2795.0	105051.0	19984.32	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-10	FL	10/10 - 10/16
0.0	2952.0	102681.0	21596.060000000005	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-11	FL	10/10 - 10/16
0.0	3390.0	116712.0	20252.07	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-12	FL	10/10 - 10/16
0.0	2086.0	74751.0	13751.440000000002	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-20	FL	10/17 - 10/23
0.0	1231.0	62295.0	14276.23	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-21	FL	10/17 - 10/23
0.0	826.0	50320.0	11237.880000000001	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-24	FL	10/24 - 11/03
0.0	1144.0	70852.0	9790.73	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-25	FL	10/24 - 11/03
0.0	1695.0	183868.0	23502.870000000003	0.0	0.0	460.0	430.0	112.0	1.0	2020-10-26	FL	10/24 - 11/03
0.0	1239.0	158924.0	21001.83	0.0	0.0	323.0	316.0	70.0	1.0	2020-10-27	FL	10/24 - 11/03
0.0	1086.0	155206.0	23362.87	0.0	0.0	287.0	274.0	55.0	1.0	2020-10-28	FL	10/24 - 11/03
0.0	1385.0	212441.0	29621.620000000006	0.0	0.0	143.0	413.0	35.0	1.0	2020-11-01	FL	10/24 - 11/03
0.0	1370.0	143081.0	28543.260000000002	0.0	0.0	50.0	560.0	32.0	1.0	2020-11-02	FL	10/24 - 11/03
0.0	868.0	113946.0	182268.6	0.0	0.0	0.0	165.0	13.0	1.0	2020-11-03	FL	10/24 - 11/03
1996.0	2392.0	223754.0	31817.690000000002	52.0	35.0	0.0	0.0	0.0	9.0	2020-08-29	GA	08/29 - 09/04
2209.0	2595.0	235279.0	32334.18	54.0	51.0	0.0	0.0	0.0	9.0	2020-08-30	GA	08/29 - 09/04
2266.0	2659.0	243266.0	37915.880000000005	33.0	50.0	0.0	0.0	0.0	7.0	2020-09-13	GA	09/12 - 09/18
1976.0	2374.0	233836.0	40253.57	25.0	51.0	0.0	0.0	0.0	7.0	2020-09-14	GA	09/12 - 09/18
624.0	5078.0	97179.0	11577.82	7.0	13.0	0.0	0.0	0.0	5.0	2020-09-26	GA	09/26 - 10/02
519.0	4431.0	50055.0	15091.279999999999	3.0	5.0	0.0	0.0	0.0	5.0	2020-09-27	GA	09/26 - 10/02
704.0	5835.0	100398.0	15289.140000000001	9.0	14.0	0.0	0.0	0.0	5.0	2020-09-28	GA	09/26 - 10/02
742.0	6918.0	86565.0	17662.76	8.0	12.0	0.0	0.0	0.0	5.0	2020-09-29	GA	09/26 - 10/02
1020.0	8521.0	110721.0	17374.17	7.0	12.0	0.0	0.0	0.0	5.0	2020-09-30	GA	09/26 - 10/02
0.0	1704.0	74820.0	15290.460000000001	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-03	GA	10/03 - 10/09
0.0	1847.0	56398.0	15117.429999999998	2.0	0.0	0.0	0.0	0.0	4.0	2020-10-04	GA	10/03 - 10/09
0.0	1741.0	79503.0	14918.039999999999	2.0	0.0	0.0	0.0	0.0	4.0	2020-10-05	GA	10/03 - 10/09
0.0	1354.0	58846.0	15423.3	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-06	GA	10/03 - 10/09
0.0	720.0	28508.0	16039.65	1.0	0.0	0.0	0.0	0.0	4.0	2020-10-07	GA	10/03 - 10/09
0.0	1485.0	80737.0	13949.449999999999	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-10	GA	10/10 - 10/16
0.0	1420.0	66767.0	14705.429999999997	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-11	GA	10/10 - 10/16
0.0	1351.0	93011.0	14574.46	7.0	0.0	552.0	262.0	202.0	3.0	2020-10-12	GA	10/10 - 10/16
0.0	905.0	68318.0	15289.449999999999	1.0	0.0	366.0	137.0	94.0	3.0	2020-10-13	GA	10/10 - 10/16
0.0	1227.0	108662.0	15628.83	1.0	0.0	494.0	210.0	126.0	3.0	2020-10-14	GA	10/10 - 10/16
0.0	658.0	64038.0	12434.750000000002	0.0	0.0	234.0	105.0	84.0	2.0	2020-10-17	GA	10/17 - 10/23
0.0	873.0	86891.0	13676.43	1.0	0.0	311.0	136.0	102.0	2.0	2020-10-18	GA	10/17 - 10/23
0.0	739.0	85857.0	13630.100000000002	1.0	0.0	233.0	98.0	70.0	2.0	2020-10-19	GA	10/17 - 10/23
0.0	1130.0	93602.0	14271.289999999999	1.0	0.0	0.0	0.0	0.0	2.0	2020-10-20	GA	10/17 - 10/23
0.0	810.0	73407.0	13861.99	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-21	GA	10/17 - 10/23
0.0	470.0	37058.0	8170.04	4.0	0.0	0.0	0.0	0.0	1.0	2020-10-24	GA	10/24 - 11/03
0.0	856.0	66787.0	8876.609999999999	1.0	0.0	0.0	0.0	0.0	1.0	2020-10-25	GA	10/24 - 11/03
0.0	956.0	157025.0	16380.76	1.0	0.0	385.0	157.0	94.0	1.0	2020-10-26	GA	10/24 - 11/03
0.0	562.0	87028.0	13719.37	4.0	0.0	171.0	104.0	27.0	1.0	2020-10-27	GA	10/24 - 11/03
0.0	649.0	90497.0	15764.009999999998	1.0	0.0	197.0	139.0	35.0	1.0	2020-10-28	GA	10/24 - 11/03
0.0	697.0	88847.0	21608.739999999998	0.0	0.0	0.0	295.0	13.0	1.0	2020-10-31	GA	10/24 - 11/03
0.0	885.0	139477.0	24123.67	0.0	0.0	0.0	360.0	20.0	1.0	2020-11-01	GA	10/24 - 11/03
0.0	708.0	164809.0	24676.529999999995	0.0	0.0	0.0	307.0	14.0	1.0	2020-11-02	GA	10/24 - 11/03
0.0	620.0	124843.0	188790.99999999997	0.0	0.0	0.0	155.0	15.0	1.0	2020-11-03	GA	10/24 - 11/03
2821.0	4213.0	174120.0	32989.65000000001	213.0	159.0	0.0	0.0	0.0	10.0	2020-08-23	SC	08/22 - 08/28
1751.0	2568.0	161677.0	34292.2	74.0	62.0	0.0	0.0	0.0	7.0	2020-09-12	SC	09/12 - 09/18
0.0	2528.0	75854.0	20057.35	2.0	0.0	656.0	590.0	429.0	3.0	2020-10-13	SC	10/10 - 10/16
0.0	2214.0	106134.0	18221.649999999998	2.0	0.0	416.0	468.0	369.0	3.0	2020-10-14	SC	10/10 - 10/16
0.0	1303.0	57107.0	14000.4	0.0	0.0	207.0	244.0	140.0	2.0	2020-10-17	SC	10/17 - 10/23
0.0	2327.0	92569.0	17163.03	1.0	0.0	417.0	546.0	238.0	2.0	2020-10-18	SC	10/17 - 10/23
0.0	2118.0	103610.0	18185.08	2.0	0.0	334.0	479.0	252.0	2.0	2020-10-19	SC	10/17 - 10/23
0.0	1210.0	111761.0	44573.06	0.0	0.0	85.0	261.0	43.0	1.0	2020-10-31	SC	10/24 - 11/03
0.0	184.0	7733.0	21463.199999999997	0.0	0.0	0.0	30.0	7.0	1.0	2020-11-03	SC	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-15	AZ	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-16	AZ	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-17	AZ	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-18	AZ	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-19	AZ	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-20	AZ	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-21	AZ	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-22	AZ	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-24	AZ	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-25	AZ	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-26	AZ	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-27	AZ	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-28	AZ	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-08-29	AZ	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-08-30	AZ	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-02	AZ	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-03	AZ	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-04	AZ	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-05	AZ	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-06	AZ	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-07	AZ	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-10	AZ	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-11	AZ	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-12	AZ	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-13	AZ	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-14	AZ	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-17	AZ	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-18	AZ	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-19	AZ	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-20	AZ	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-21	AZ	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-22	AZ	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-23	AZ	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-24	AZ	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-25	AZ	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-26	AZ	09/26 - 10/02
