"state","age","sex","race",counts
"MI","18-24","F","Black",23849
"MI","18-24","F","Asian",2137
"MI","18-24","F","White",73931
"MI","18-24","F","Latino",3136
"MI","18-24","F","Na-Am",113
"MI","18-24","F","Unk",5223
"MI","18-24","M","Black",20006
"MI","18-24","M","Asian",1781
"MI","18-24","M","White",44780
"MI","18-24","M","Latino",2539
"MI","18-24","M","Na-Am",72
"MI","18-24","M","Unk",3772
"MI","18-24","U","Black",61
"MI","18-24","U","Asian",22
"MI","18-24","U","White",140
"MI","18-24","U","Latino",12
"MI","18-24","U","Unk",20
"MI","25-34","F","Black",62095
"MI","25-34","F","Asian",2874
"MI","25-34","F","White",177458
"MI","25-34","F","Latino",4923
"MI","25-34","F","Na-Am",227
"MI","25-34","F","Unk",11404
"MI","25-34","M","Black",50944
"MI","25-34","M","Asian",2595
"MI","25-34","M","White",113161
"MI","25-34","M","Latino",3812
"MI","25-34","M","Na-Am",132
"MI","25-34","M","Unk",7645
"MI","25-34","U","Black",23
"MI","25-34","U","Asian",8
"MI","25-34","U","White",40
"MI","25-34","U","Latino",4
"MI","25-34","U","Unk",9
"MI","35-49","F","Black",78166
"MI","35-49","F","Asian",3975
"MI","35-49","F","White",177025
"MI","35-49","F","Latino",5567
"MI","35-49","F","Na-Am",281
"MI","35-49","F","Unk",12572
"MI","35-49","M","Black",60745
"MI","35-49","M","Asian",3091
"MI","35-49","M","White",97479
"MI","35-49","M","Latino",4036
"MI","35-49","M","Na-Am",159
"MI","35-49","M","Unk",7574
"MI","35-49","U","Black",10
"MI","35-49","U","Asian",12
"MI","35-49","U","White",17
"MI","35-49","U","Latino",2
"MI","35-49","U","Unk",6
"MI","50-64","F","Black",81811
"MI","50-64","F","Asian",3550
"MI","50-64","F","White",187414
"MI","50-64","F","Latino",4398
"MI","50-64","F","Na-Am",275
"MI","50-64","F","Unk",9476
"MI","50-64","M","Black",61165
"MI","50-64","M","Asian",3363
"MI","50-64","M","White",94969
"MI","50-64","M","Latino",3552
"MI","50-64","M","Na-Am",152
"MI","50-64","M","Unk",5624
"MI","50-64","U","Black",2
"MI","50-64","U","Asian",7
"MI","50-64","U","White",12
"MI","50-64","U","Unk",2
"MI","65+","F","Black",67370
"MI","65+","F","Asian",1962
"MI","65+","F","White",179204
"MI","65+","F","Latino",2608
"MI","65+","F","Na-Am",191
"MI","65+","F","Unk",6128
"MI","65+","M","Black",41394
"MI","65+","M","Asian",1758
"MI","65+","M","White",93544
"MI","65+","M","Latino",1921
"MI","65+","M","Na-Am",138
"MI","65+","M","Unk",3505
"MI","65+","U","Black",2
"MI","65+","U","White",5
"MI","Unk","F","Black",1302
"MI","Unk","F","Asian",175
"MI","Unk","F","White",3613
"MI","Unk","F","Latino",206
"MI","Unk","F","Na-Am",6
"MI","Unk","F","Unk",298
"MI","Unk","M","Black",1036
"MI","Unk","M","Asian",180
"MI","Unk","M","White",1762
"MI","Unk","M","Latino",135
"MI","Unk","M","Na-Am",5
"MI","Unk","M","Unk",192
"MI","Unk","U","Black",4
"MI","Unk","U","Asian",2
"MI","Unk","U","White",2
"MT","18-24","F","Black",3
"MT","18-24","F","Asian",4
"MT","18-24","F","White",3397
"MT","18-24","F","Latino",14
"MT","18-24","F","Na-Am",97
"MT","18-24","F","Unk",132
"MT","18-24","M","Black",3
"MT","18-24","M","Asian",4
"MT","18-24","M","White",3038
"MT","18-24","M","Latino",19
"MT","18-24","M","Na-Am",86
"MT","18-24","M","Unk",142
"MT","18-24","U","Black",3
"MT","18-24","U","Asian",1
"MT","18-24","U","White",1475
"MT","18-24","U","Latino",8
"MT","18-24","U","Na-Am",94
"MT","18-24","U","Unk",93
"MT","25-34","F","Black",14
"MT","25-34","F","Asian",11
"MT","25-34","F","White",8661
"MT","25-34","F","Latino",38
"MT","25-34","F","Na-Am",398
"MT","25-34","F","Unk",409
"MT","25-34","M","Black",11
"MT","25-34","M","Asian",8
"MT","25-34","M","White",6640
"MT","25-34","M","Latino",27
"MT","25-34","M","Na-Am",327
"MT","25-34","M","Unk",317
"MT","25-34","U","Black",4
"MT","25-34","U","Asian",7
"MT","25-34","U","White",638
"MT","25-34","U","Latino",4
"MT","25-34","U","Na-Am",91
"MT","25-34","U","Unk",72
"MT","35-49","F","Black",23
"MT","35-49","F","Asian",25
"MT","35-49","F","White",11897
"MT","35-49","F","Latino",60
"MT","35-49","F","Na-Am",665
"MT","35-49","F","Unk",627
"MT","35-49","M","Black",20
"MT","35-49","M","Asian",7
"MT","35-49","M","White",7616
"MT","35-49","M","Latino",44
"MT","35-49","M","Na-Am",493
"MT","35-49","M","Unk",410
"MT","35-49","U","Black",1
"MT","35-49","U","Asian",3
"MT","35-49","U","White",340
"MT","35-49","U","Latino",1
"MT","35-49","U","Na-Am",39
"MT","35-49","U","Unk",45
"MT","50-64","F","Black",28
"MT","50-64","F","Asian",29
"MT","50-64","F","White",13724
"MT","50-64","F","Latino",56
"MT","50-64","F","Na-Am",752
"MT","50-64","F","Unk",689
"MT","50-64","M","Black",23
"MT","50-64","M","Asian",10
"MT","50-64","M","White",7762
"MT","50-64","M","Latino",46
"MT","50-64","M","Na-Am",531
"MT","50-64","M","Unk",405
"MT","50-64","U","Black",5
"MT","50-64","U","White",144
"MT","50-64","U","Latino",2
"MT","50-64","U","Na-Am",14
"MT","50-64","U","Unk",21
"MT","65+","F","Black",37
"MT","65+","F","Asian",24
"MT","65+","F","White",16750
"MT","65+","F","Latino",72
"MT","65+","F","Na-Am",490
"MT","65+","F","Unk",554
"MT","65+","M","Black",39
"MT","65+","M","Asian",22
"MT","65+","M","White",9272
"MT","65+","M","Latino",56
"MT","65+","M","Na-Am",331
"MT","65+","M","Unk",308
"MT","65+","U","Asian",1
"MT","65+","U","White",103
"MT","65+","U","Latino",1
"MT","65+","U","Na-Am",2
"MT","65+","U","Unk",6
"MT","Unk","F","White",151
"MT","Unk","F","Na-Am",5
"MT","Unk","F","Unk",8
"MT","Unk","M","White",112
"MT","Unk","M","Latino",2
"MT","Unk","M","Na-Am",3
"MT","Unk","M","Unk",4
"MT","Unk","U","Black",1
"MT","Unk","U","White",94
"MT","Unk","U","Latino",1
"MT","Unk","U","Na-Am",7
"MT","Unk","U","Unk",4
"NC","18-24","F","Black",55140
"NC","18-24","F","Asian",3149
"NC","18-24","F","White",50680
"NC","18-24","F","Latino",13314
"NC","18-24","F","Na-Am",1611
"NC","18-24","F","Unk",7158
"NC","18-24","M","Black",49685
"NC","18-24","M","Asian",2511
"NC","18-24","M","White",35430
"NC","18-24","M","Latino",10756
"NC","18-24","M","Na-Am",1349
"NC","18-24","M","Unk",5765
"NC","18-24","U","Black",4066
"NC","18-24","U","Asian",127
"NC","18-24","U","White",2021
"NC","18-24","U","Latino",216
"NC","18-24","U","Na-Am",22
"NC","18-24","U","Unk",359
"NC","25-34","F","Black",93006
"NC","25-34","F","Asian",3661
"NC","25-34","F","White",81683
"NC","25-34","F","Latino",11113
"NC","25-34","F","Na-Am",2088
"NC","25-34","F","Unk",7734
"NC","25-34","M","Black",68542
"NC","25-34","M","Asian",2759
"NC","25-34","M","White",56790
"NC","25-34","M","Latino",7694
"NC","25-34","M","Na-Am",1435
"NC","25-34","M","Unk",5514
"NC","25-34","U","Black",1661
"NC","25-34","U","Asian",98
"NC","25-34","U","White",854
"NC","25-34","U","Latino",94
"NC","25-34","U","Na-Am",11
"NC","25-34","U","Unk",208
"NC","35-49","F","Black",115582
"NC","35-49","F","Asian",4165
"NC","35-49","F","White",94322
"NC","35-49","F","Latino",8731
"NC","35-49","F","Na-Am",3040
"NC","35-49","F","Unk",6340
"NC","35-49","M","Black",77928
"NC","35-49","M","Asian",2773
"NC","35-49","M","White",60158
"NC","35-49","M","Latino",5949
"NC","35-49","M","Na-Am",1823
"NC","35-49","M","Unk",4482
"NC","35-49","U","Black",773
"NC","35-49","U","Asian",102
"NC","35-49","U","White",318
"NC","35-49","U","Latino",45
"NC","35-49","U","Na-Am",4
"NC","35-49","U","Unk",87
"NC","50-64","F","Black",119718
"NC","50-64","F","Asian",2787
"NC","50-64","F","White",116287
"NC","50-64","F","Latino",5422
"NC","50-64","F","Na-Am",2866
"NC","50-64","F","Unk",4431
"NC","50-64","M","Black",86676
"NC","50-64","M","Asian",2410
"NC","50-64","M","White",75045
"NC","50-64","M","Latino",4651
"NC","50-64","M","Na-Am",1970
"NC","50-64","M","Unk",3610
"NC","50-64","U","Black",270
"NC","50-64","U","Asian",67
"NC","50-64","U","White",176
"NC","50-64","U","Latino",13
"NC","50-64","U","Na-Am",3
"NC","50-64","U","Unk",42
"NC","65+","F","Black",93812
"NC","65+","F","Asian",1411
"NC","65+","F","White",156347
"NC","65+","F","Latino",2232
"NC","65+","F","Na-Am",2541
"NC","65+","F","Unk",2665
"NC","65+","M","Black",57924
"NC","65+","M","Asian",1281
"NC","65+","M","White",98425
"NC","65+","M","Latino",1824
"NC","65+","M","Na-Am",1691
"NC","65+","M","Unk",2074
"NC","65+","U","Black",135
"NC","65+","U","Asian",31
"NC","65+","U","White",78
"NC","65+","U","Latino",11
"NC","65+","U","Na-Am",4
"NC","65+","U","Unk",25
"NC","Unk","F","Black",4184
"NC","Unk","F","Asian",244
"NC","Unk","F","White",3068
"NC","Unk","F","Latino",1182
"NC","Unk","F","Na-Am",133
"NC","Unk","F","Unk",565
"NC","Unk","M","Black",3960
"NC","Unk","M","Asian",224
"NC","Unk","M","White",2436
"NC","Unk","M","Latino",1124
"NC","Unk","M","Na-Am",124
"NC","Unk","M","Unk",509
"NC","Unk","U","Black",538
"NC","Unk","U","Asian",13
"NC","Unk","U","White",175
"NC","Unk","U","Latino",40
"NC","Unk","U","Na-Am",13
"NC","Unk","U","Unk",42
"NE","18-24","F","Black",244
"NE","18-24","F","Asian",53
"NE","18-24","F","White",6852
"NE","18-24","F","Latino",944
"NE","18-24","F","Na-Am",16
"NE","18-24","F","Unk",589
"NE","18-24","M","Black",217
"NE","18-24","M","Asian",43
"NE","18-24","M","White",5229
"NE","18-24","M","Latino",697
"NE","18-24","M","Na-Am",10
"NE","18-24","M","Unk",434
"NE","18-24","U","Black",505
"NE","18-24","U","Asian",39
"NE","18-24","U","White",2875
"NE","18-24","U","Latino",250
"NE","18-24","U","Na-Am",13
"NE","18-24","U","Unk",239
"NE","25-34","F","Black",1253
"NE","25-34","F","Asian",81
"NE","25-34","F","White",17346
"NE","25-34","F","Latino",1328
"NE","25-34","F","Na-Am",102
"NE","25-34","F","Unk",1277
"NE","25-34","M","Black",779
"NE","25-34","M","Asian",66
"NE","25-34","M","White",13012
"NE","25-34","M","Latino",895
"NE","25-34","M","Na-Am",57
"NE","25-34","M","Unk",791
"NE","25-34","U","Black",225
"NE","25-34","U","Asian",34
"NE","25-34","U","White",897
"NE","25-34","U","Latino",78
"NE","25-34","U","Na-Am",12
"NE","25-34","U","Unk",159
"NE","35-49","F","Black",1880
"NE","35-49","F","Asian",103
"NE","35-49","F","White",27851
"NE","35-49","F","Latino",1673
"NE","35-49","F","Na-Am",130
"NE","35-49","F","Unk",1546
"NE","35-49","M","Black",1113
"NE","35-49","M","Asian",92
"NE","35-49","M","White",19289
"NE","35-49","M","Latino",1045
"NE","35-49","M","Na-Am",72
"NE","35-49","M","Unk",1004
"NE","35-49","U","Black",126
"NE","35-49","U","Asian",37
"NE","35-49","U","White",608
"NE","35-49","U","Latino",63
"NE","35-49","U","Na-Am",6
"NE","35-49","U","Unk",141
"NE","50-64","F","Black",1947
"NE","50-64","F","Asian",71
"NE","50-64","F","White",32123
"NE","50-64","F","Latino",1295
"NE","50-64","F","Na-Am",142
"NE","50-64","F","Unk",1103
"NE","50-64","M","Black",1246
"NE","50-64","M","Asian",62
"NE","50-64","M","White",21872
"NE","50-64","M","Latino",1350
"NE","50-64","M","Na-Am",68
"NE","50-64","M","Unk",852
"NE","50-64","U","Black",63
"NE","50-64","U","Asian",17
"NE","50-64","U","White",306
"NE","50-64","U","Latino",40
"NE","50-64","U","Na-Am",1
"NE","50-64","U","Unk",65
"NE","65+","F","Black",1651
"NE","65+","F","Asian",63
"NE","65+","F","White",39515
"NE","65+","F","Latino",737
"NE","65+","F","Na-Am",85
"NE","65+","F","Unk",758
"NE","65+","M","Black",929
"NE","65+","M","Asian",69
"NE","65+","M","White",25871
"NE","65+","M","Latino",718
"NE","65+","M","Na-Am",40
"NE","65+","M","Unk",588
"NE","65+","U","Black",15
"NE","65+","U","Asian",11
"NE","65+","U","White",140
"NE","65+","U","Latino",21
"NE","65+","U","Unk",20
"NE","Unk","F","Black",9
"NE","Unk","F","Asian",5
"NE","Unk","F","White",543
"NE","Unk","F","Latino",61
"NE","Unk","F","Na-Am",1
"NE","Unk","F","Unk",33
"NE","Unk","M","Black",10
"NE","Unk","M","White",310
"NE","Unk","M","Latino",45
"NE","Unk","M","Unk",34
"NE","Unk","U","Black",35
"NE","Unk","U","Asian",6
"NE","Unk","U","White",294
"NE","Unk","U","Latino",22
"NE","Unk","U","Unk",25
"NH","18-24","F","Black",3
"NH","18-24","F","Asian",5
"NH","18-24","F","White",2462
"NH","18-24","F","Latino",22
"NH","18-24","F","Unk",75
"NH","18-24","M","Asian",7
"NH","18-24","M","White",1348
"NH","18-24","M","Latino",17
"NH","18-24","M","Unk",41
"NH","18-24","U","Black",7
"NH","18-24","U","Asian",12
"NH","18-24","U","White",629
"NH","18-24","U","Latino",7
"NH","18-24","U","Unk",48
"NH","25-34","F","Black",37
"NH","25-34","F","Asian",44
"NH","25-34","F","White",16792
"NH","25-34","F","Latino",160
"NH","25-34","F","Na-Am",6
"NH","25-34","F","Unk",498
"NH","25-34","M","Black",24
"NH","25-34","M","Asian",54
"NH","25-34","M","White",10772
"NH","25-34","M","Latino",113
"NH","25-34","M","Na-Am",4
"NH","25-34","M","Unk",288
"NH","25-34","U","Black",13
"NH","25-34","U","Asian",30
"NH","25-34","U","White",842
"NH","25-34","U","Latino",35
"NH","25-34","U","Unk",111
"NH","35-49","F","Black",59
"NH","35-49","F","Asian",119
"NH","35-49","F","White",26831
"NH","35-49","F","Latino",236
"NH","35-49","F","Na-Am",2
"NH","35-49","F","Unk",784
"NH","35-49","M","Black",40
"NH","35-49","M","Asian",107
"NH","35-49","M","White",16667
"NH","35-49","M","Latino",143
"NH","35-49","M","Na-Am",3
"NH","35-49","M","Unk",559
"NH","35-49","U","Black",15
"NH","35-49","U","Asian",67
"NH","35-49","U","White",921
"NH","35-49","U","Latino",32
"NH","35-49","U","Na-Am",1
"NH","35-49","U","Unk",158
"NH","50-64","F","Black",73
"NH","50-64","F","Asian",149
"NH","50-64","F","White",40675
"NH","50-64","F","Latino",200
"NH","50-64","F","Na-Am",2
"NH","50-64","F","Unk",765
"NH","50-64","M","Black",57
"NH","50-64","M","Asian",136
"NH","50-64","M","White",26098
"NH","50-64","M","Latino",139
"NH","50-64","M","Na-Am",2
"NH","50-64","M","Unk",559
"NH","50-64","U","Black",9
"NH","50-64","U","Asian",83
"NH","50-64","U","White",1016
"NH","50-64","U","Latino",11
"NH","50-64","U","Unk",104
"NH","65+","F","Black",44
"NH","65+","F","Asian",67
"NH","65+","F","White",41060
"NH","65+","F","Latino",95
"NH","65+","F","Na-Am",1
"NH","65+","F","Unk",422
"NH","65+","M","Black",37
"NH","65+","M","Asian",45
"NH","65+","M","White",26799
"NH","65+","M","Latino",81
"NH","65+","M","Na-Am",2
"NH","65+","M","Unk",354
"NH","65+","U","Black",3
"NH","65+","U","Asian",17
"NH","65+","U","White",436
"NH","65+","U","Latino",5
"NH","65+","U","Unk",68
"NH","Unk","F","Black",18
"NH","Unk","F","Asian",44
"NH","Unk","F","White",6761
"NH","Unk","F","Latino",110
"NH","Unk","F","Unk",335
"NH","Unk","M","Black",29
"NH","Unk","M","Asian",30
"NH","Unk","M","White",4582
"NH","Unk","M","Latino",98
"NH","Unk","M","Unk",246
"NH","Unk","U","Black",25
"NH","Unk","U","Asian",89
"NH","Unk","U","White",1712
"NH","Unk","U","Latino",49
"NH","Unk","U","Unk",266
"NV","18-24","F","Black",289
"NV","18-24","F","Asian",223
"NV","18-24","F","White",3552
"NV","18-24","F","Latino",3118
"NV","18-24","F","Na-Am",8
"NV","18-24","F","Unk",446
"NV","18-24","M","Black",302
"NV","18-24","M","Asian",226
"NV","18-24","M","White",3337
"NV","18-24","M","Latino",3047
"NV","18-24","M","Na-Am",10
"NV","18-24","M","Unk",352
"NV","18-24","U","Black",685
"NV","18-24","U","Asian",307
"NV","18-24","U","White",2745
"NV","18-24","U","Latino",1267
"NV","18-24","U","Na-Am",7
"NV","18-24","U","Unk",323
"NV","25-34","F","Black",1361
"NV","25-34","F","Asian",558
"NV","25-34","F","White",12107
"NV","25-34","F","Latino",6727
"NV","25-34","F","Na-Am",35
"NV","25-34","F","Unk",1094
"NV","25-34","M","Black",1103
"NV","25-34","M","Asian",555
"NV","25-34","M","White",11535
"NV","25-34","M","Latino",6288
"NV","25-34","M","Na-Am",25
"NV","25-34","M","Unk",881
"NV","25-34","U","Black",1023
"NV","25-34","U","Asian",331
"NV","25-34","U","White",2885
"NV","25-34","U","Latino",1038
"NV","25-34","U","Na-Am",14
"NV","25-34","U","Unk",362
"NV","35-49","F","Black",1909
"NV","35-49","F","Asian",888
"NV","35-49","F","White",19101
"NV","35-49","F","Latino",6801
"NV","35-49","F","Na-Am",45
"NV","35-49","F","Unk",1693
"NV","35-49","M","Black",1343
"NV","35-49","M","Asian",813
"NV","35-49","M","White",16471
"NV","35-49","M","Latino",5687
"NV","35-49","M","Na-Am",46
"NV","35-49","M","Unk",1274
"NV","35-49","U","Black",704
"NV","35-49","U","Asian",421
"NV","35-49","U","White",2076
"NV","35-49","U","Latino",590
"NV","35-49","U","Na-Am",6
"NV","35-49","U","Unk",331
"NV","50-64","F","Black",1572
"NV","50-64","F","Asian",840
"NV","50-64","F","White",21861
"NV","50-64","F","Latino",5085
"NV","50-64","F","Na-Am",77
"NV","50-64","F","Unk",1546
"NV","50-64","M","Black",1301
"NV","50-64","M","Asian",723
"NV","50-64","M","White",18159
"NV","50-64","M","Latino",5937
"NV","50-64","M","Na-Am",46
"NV","50-64","M","Unk",1225
"NV","50-64","U","Black",245
"NV","50-64","U","Asian",259
"NV","50-64","U","White",1065
"NV","50-64","U","Latino",283
"NV","50-64","U","Na-Am",1
"NV","50-64","U","Unk",197
"NV","65+","F","Black",1276
"NV","65+","F","Asian",717
"NV","65+","F","White",27027
"NV","65+","F","Latino",2925
"NV","65+","F","Na-Am",66
"NV","65+","F","Unk",1366
"NV","65+","M","Black",892
"NV","65+","M","Asian",729
"NV","65+","M","White",20125
"NV","65+","M","Latino",3073
"NV","65+","M","Na-Am",36
"NV","65+","M","Unk",1141
"NV","65+","U","Black",73
"NV","65+","U","Asian",185
"NV","65+","U","White",634
"NV","65+","U","Latino",141
"NV","65+","U","Unk",111
"NV","Unk","F","Black",8
"NV","Unk","F","Asian",6
"NV","Unk","F","White",63
"NV","Unk","F","Latino",50
"NV","Unk","F","Na-Am",1
"NV","Unk","F","Unk",7
"NV","Unk","M","Black",3
"NV","Unk","M","Asian",5
"NV","Unk","M","White",53
"NV","Unk","M","Latino",46
"NV","Unk","M","Unk",6
"NV","Unk","U","Black",18
"NV","Unk","U","Asian",3
"NV","Unk","U","White",73
"NV","Unk","U","Latino",24
"NV","Unk","U","Unk",13
"PA","18-24","F","Black",25233
"PA","18-24","F","Asian",4577
"PA","18-24","F","White",126027
"PA","18-24","F","Latino",8258
"PA","18-24","F","Na-Am",29
"PA","18-24","F","Unk",10857
"PA","18-24","M","Black",19266
"PA","18-24","M","Asian",3370
"PA","18-24","M","White",86278
"PA","18-24","M","Latino",6780
"PA","18-24","M","Na-Am",25
"PA","18-24","M","Unk",7604
"PA","18-24","U","Black",5641
"PA","18-24","U","Asian",767
"PA","18-24","U","White",9851
"PA","18-24","U","Latino",1450
"PA","18-24","U","Na-Am",9
"PA","18-24","U","Unk",1444
"PA","25-34","F","Black",61183
"PA","25-34","F","Asian",5070
"PA","25-34","F","White",224736
"PA","25-34","F","Latino",17859
"PA","25-34","F","Na-Am",47
"PA","25-34","F","Unk",17792
"PA","25-34","M","Black",46794
"PA","25-34","M","Asian",4383
"PA","25-34","M","White",168030
"PA","25-34","M","Latino",14009
"PA","25-34","M","Na-Am",35
"PA","25-34","M","Unk",13138
"PA","25-34","U","Black",4003
"PA","25-34","U","Asian",1018
"PA","25-34","U","White",5428
"PA","25-34","U","Latino",1403
"PA","25-34","U","Na-Am",2
"PA","25-34","U","Unk",1520
"PA","35-49","F","Black",64788
"PA","35-49","F","Asian",4946
"PA","35-49","F","White",264497
"PA","35-49","F","Latino",20865
"PA","35-49","F","Na-Am",42
"PA","35-49","F","Unk",18686
"PA","35-49","M","Black",48559
"PA","35-49","M","Asian",4333
"PA","35-49","M","White",190389
"PA","35-49","M","Latino",16130
"PA","35-49","M","Na-Am",38
"PA","35-49","M","Unk",13893
"PA","35-49","U","Black",2566
"PA","35-49","U","Asian",1047
"PA","35-49","U","White",3601
"PA","35-49","U","Latino",966
"PA","35-49","U","Na-Am",4
"PA","35-49","U","Unk",1339
"PA","50-64","F","Black",66180
"PA","50-64","F","Asian",3902
"PA","50-64","F","White",303462
"PA","50-64","F","Latino",16121
"PA","50-64","F","Na-Am",60
"PA","50-64","F","Unk",12348
"PA","50-64","M","Black",50878
"PA","50-64","M","Asian",4115
"PA","50-64","M","White",215230
"PA","50-64","M","Latino",13747
"PA","50-64","M","Na-Am",27
"PA","50-64","M","Unk",9876
"PA","50-64","U","Black",1203
"PA","50-64","U","Asian",903
"PA","50-64","U","White",2051
"PA","50-64","U","Latino",383
"PA","50-64","U","Unk",818
"PA","65+","F","Black",50368
"PA","65+","F","Asian",2663
"PA","65+","F","White",327736
"PA","65+","F","Latino",8221
"PA","65+","F","Na-Am",44
"PA","65+","F","Unk",7687
"PA","65+","M","Black",29704
"PA","65+","M","Asian",2889
"PA","65+","M","White",220423
"PA","65+","M","Latino",6676
"PA","65+","M","Na-Am",24
"PA","65+","M","Unk",5856
"PA","65+","U","Black",491
"PA","65+","U","Asian",595
"PA","65+","U","White",1257
"PA","65+","U","Latino",179
"PA","65+","U","Unk",475
"PA","Unk","F","Black",1272
"PA","Unk","F","Asian",277
"PA","Unk","F","White",9330
"PA","Unk","F","Latino",396
"PA","Unk","F","Na-Am",1
"PA","Unk","F","Unk",646
"PA","Unk","M","Black",1025
"PA","Unk","M","Asian",200
"PA","Unk","M","White",5558
"PA","Unk","M","Latino",341
"PA","Unk","M","Unk",419
"PA","Unk","U","Black",385
"PA","Unk","U","Asian",30
"PA","Unk","U","White",677
"PA","Unk","U","Latino",84
"PA","Unk","U","Unk",74
"SC","18-24","F","Black",11786
"SC","18-24","F","Asian",323
"SC","18-24","F","White",6206
"SC","18-24","F","Latino",601
"SC","18-24","F","Na-Am",46
"SC","18-24","F","Unk",588
"SC","18-24","M","Black",11319
"SC","18-24","M","Asian",206
"SC","18-24","M","White",3562
"SC","18-24","M","Latino",525
"SC","18-24","M","Na-Am",35
"SC","18-24","M","Unk",411
"SC","18-24","U","Black",9
"SC","25-34","F","Black",41063
"SC","25-34","F","Asian",600
"SC","25-34","F","White",20245
"SC","25-34","F","Latino",1243
"SC","25-34","F","Na-Am",164
"SC","25-34","F","Unk",950
"SC","25-34","M","Black",33404
"SC","25-34","M","Asian",485
"SC","25-34","M","White",10697
"SC","25-34","M","Latino",830
"SC","25-34","M","Na-Am",117
"SC","25-34","M","Unk",540
"SC","25-34","U","Black",4
"SC","25-34","U","Latino",1
"SC","35-49","F","Black",66829
"SC","35-49","F","Asian",1071
"SC","35-49","F","White",22848
"SC","35-49","F","Latino",1474
"SC","35-49","F","Na-Am",230
"SC","35-49","F","Unk",756
"SC","35-49","M","Black",46751
"SC","35-49","M","Asian",635
"SC","35-49","M","White",12082
"SC","35-49","M","Latino",888
"SC","35-49","M","Na-Am",123
"SC","35-49","M","Unk",356
"SC","35-49","U","Black",1
"SC","50-64","F","Black",75564
"SC","50-64","F","Asian",892
"SC","50-64","F","White",25547
"SC","50-64","F","Latino",1055
"SC","50-64","F","Na-Am",217
"SC","50-64","F","Unk",529
"SC","50-64","M","Black",56996
"SC","50-64","M","Asian",587
"SC","50-64","M","White",14074
"SC","50-64","M","Latino",727
"SC","50-64","M","Na-Am",145
"SC","50-64","M","Unk",376
"SC","65+","F","Black",71534
"SC","65+","F","Asian",693
"SC","65+","F","White",33806
"SC","65+","F","Latino",493
"SC","65+","F","Na-Am",179
"SC","65+","F","Unk",407
"SC","65+","M","Black",48939
"SC","65+","M","Asian",464
"SC","65+","M","White",18948
"SC","65+","M","Latino",357
"SC","65+","M","Na-Am",122
"SC","65+","M","Unk",255
"SC","Unk","F","Black",713
"SC","Unk","F","Asian",24
"SC","Unk","F","White",187
"SC","Unk","F","Latino",47
"SC","Unk","F","Na-Am",3
"SC","Unk","F","Unk",39
"SC","Unk","M","Black",578
"SC","Unk","M","Asian",19
"SC","Unk","M","White",118
"SC","Unk","M","Latino",21
"SC","Unk","M","Unk",25
"SC","Unk","U","Black",2
"TX","65+","F","White",1
"WI","18-24","F","Black",1203
"WI","18-24","F","Asian",151
"WI","18-24","F","White",11224
"WI","18-24","F","Latino",990
"WI","18-24","F","Na-Am",41
"WI","18-24","F","Unk",819
"WI","18-24","M","Black",849
"WI","18-24","M","Asian",104
"WI","18-24","M","White",6467
"WI","18-24","M","Latino",618
"WI","18-24","M","Na-Am",28
"WI","18-24","M","Unk",455
"WI","18-24","U","Black",1845
"WI","18-24","U","Asian",237
"WI","18-24","U","White",3114
"WI","18-24","U","Latino",295
"WI","18-24","U","Na-Am",19
"WI","18-24","U","Unk",478
"WI","25-34","F","Black",7701
"WI","25-34","F","Asian",801
"WI","25-34","F","White",65805
"WI","25-34","F","Latino",2705
"WI","25-34","F","Na-Am",260
"WI","25-34","F","Unk",3732
"WI","25-34","M","Black",4373
"WI","25-34","M","Asian",573
"WI","25-34","M","White",39539
"WI","25-34","M","Latino",1471
"WI","25-34","M","Na-Am",122
"WI","25-34","M","Unk",1995
"WI","25-34","U","Black",2543
"WI","25-34","U","Asian",622
"WI","25-34","U","White",4568
"WI","25-34","U","Latino",285
"WI","25-34","U","Na-Am",25
"WI","25-34","U","Unk",1056
"WI","35-49","F","Black",16014
"WI","35-49","F","Asian",1351
"WI","35-49","F","White",105675
"WI","35-49","F","Latino",5058
"WI","35-49","F","Na-Am",507
"WI","35-49","F","Unk",7125
"WI","35-49","M","Black",9724
"WI","35-49","M","Asian",1013
"WI","35-49","M","White",63601
"WI","35-49","M","Latino",3305
"WI","35-49","M","Na-Am",310
"WI","35-49","M","Unk",4096
"WI","35-49","U","Black",2882
"WI","35-49","U","Asian",703
"WI","35-49","U","White",4993
"WI","35-49","U","Latino",524
"WI","35-49","U","Na-Am",29
"WI","35-49","U","Unk",1262
"WI","50-64","F","Black",15978
"WI","50-64","F","Asian",1215
"WI","50-64","F","White",123056
"WI","50-64","F","Latino",4159
"WI","50-64","F","Na-Am",638
"WI","50-64","F","Unk",5278
"WI","50-64","M","Black",11812
"WI","50-64","M","Asian",1090
"WI","50-64","M","White",72672
"WI","50-64","M","Latino",3498
"WI","50-64","M","Na-Am",385
"WI","50-64","M","Unk",3384
"WI","50-64","U","Black",1427
"WI","50-64","U","Asian",592
"WI","50-64","U","White",3384
"WI","50-64","U","Latino",327
"WI","50-64","U","Na-Am",25
"WI","50-64","U","Unk",774
"WI","65+","F","Black",11785
"WI","65+","F","Asian",622
"WI","65+","F","White",122993
"WI","65+","F","Latino",2024
"WI","65+","F","Na-Am",487
"WI","65+","F","Unk",3250
"WI","65+","M","Black",8186
"WI","65+","M","Asian",564
"WI","65+","M","White",73827
