statecode	datecanvassed	dials	canvassed	ctvs	vbms	vote_plan	week_number	dialer_minutes
KY	2020-09-21	0	0	0	0	0	6	0
KY	2020-09-22	0	0	0	0	0	6	0
KY	2020-09-23	0	0	0	0	0	6	0
KY	2020-09-24	0	0	0	0	0	6	0
KY	2020-09-25	0	0	0	0	0	6	0
KY	2020-09-26	0	0	0	0	0	5	0
KY	2020-09-27	0	0	0	0	0	5	0
KY	2020-09-28	0	0	0	0	0	5	0
KY	2020-09-29	0	0	0	0	0	5	0
KY	2020-09-30	0	0	0	0	0	5	0
KY	2020-10-01	0	0	0	0	0	5	0
KY	2020-10-02	0	0	0	0	0	5	0
KY	2020-10-03	14	0	0	0	0	4	0
KY	2020-10-04	0	0	0	0	0	4	0
KY	2020-10-05	0	0	0	0	0	4	0
KY	2020-10-06	59374	2337	0	1	0	4	13310
KY	2020-10-07	93975	2897	0	0	0	4	14720
KY	2020-10-08	0	0	0	0	0	4	0
KY	2020-10-09	0	0	0	0	0	4	0
KY	2020-10-10	1907	64	0	0	0	3	0
KY	2020-10-11	2027	16	0	0	0	3	0
KY	2020-10-12	0	0	0	0	0	3	0
KY	2020-10-13	189	8	0	0	0	3	34
KY	2020-10-14	80562	2532	0	1	0	3	13766
KY	2020-10-15	0	0	0	0	0	3	0
KY	2020-10-16	0	0	0	0	0	3	0
KY	2020-10-17	0	0	0	0	0	2	0
KY	2020-10-18	0	0	0	0	0	2	0
KY	2020-10-19	1129	27	0	0	0	2	0
KY	2020-10-20	15	0	0	0	0	2	0
KY	2020-10-21	43599	1211	0	0	0	2	8864
KY	2020-10-22	0	0	0	0	0	2	0
KY	2020-10-23	0	0	0	0	0	2	0
KY	2020-10-24	0	0	0	0	0	1	0
KY	2020-10-25	0	0	0	0	0	1	0
KY	2020-10-26	0	0	0	0	0	1	0
KY	2020-10-27	2317	3	0	0	0	1	0
KY	2020-10-28	104526	1278	0	0	656	1	13178
KY	2020-10-29	0	0	0	0	0	1	0
KY	2020-10-30	0	0	0	0	0	1	0
KY	2020-10-31	16	0	0	0	0	1	0
KY	2020-11-01	113758	1248	0	0	584	1	35200
KY	2020-11-02	3949	21	0	0	8	1	0
KY	2020-11-03	181	0	0	0	0	1	0
ME	2020-08-22	179187	0	0	0	0	10	0
ME	2020-08-23	166309	19433	2335	100	0	10	60048
ME	2020-08-24	998	22	14	1	0	10	0
ME	2020-08-25	127	1	1	0	0	10	0
ME	2020-08-26	0	0	0	0	0	10	0
ME	2020-08-27	0	0	0	0	0	10	0
ME	2020-08-28	0	0	0	0	0	10	0
ME	2020-08-29	310	5	2	0	0	9	0
ME	2020-08-30	0	0	0	0	0	9	0
ME	2020-08-31	0	0	0	0	0	9	0
ME	2020-09-01	0	0	0	0	0	9	0
ME	2020-09-02	7	0	0	0	0	9	0
ME	2020-09-03	0	0	0	0	0	9	0
ME	2020-09-04	0	0	0	0	0	9	0
ME	2020-09-05	0	0	0	0	0	8	0
ME	2020-09-06	0	0	0	0	0	8	0
ME	2020-09-07	0	0	0	0	0	8	0
ME	2020-09-08	0	0	0	0	0	8	0
ME	2020-09-09	0	0	0	0	0	8	0
ME	2020-09-10	0	0	0	0	0	8	0
ME	2020-09-11	0	0	0	0	0	8	0
ME	2020-09-12	0	0	0	0	0	7	0
ME	2020-09-13	0	0	0	0	0	7	0
ME	2020-09-14	0	0	0	0	0	7	0
ME	2020-09-15	0	0	0	0	0	7	0
ME	2020-09-16	0	0	0	0	0	7	0
ME	2020-09-17	0	0	0	0	0	7	0
ME	2020-09-18	0	0	0	0	0	7	0
ME	2020-09-19	0	0	0	0	0	6	0
ME	2020-09-20	0	0	0	0	0	6	0
ME	2020-09-21	0	0	0	0	0	6	0
ME	2020-09-22	0	0	0	0	0	6	0
ME	2020-09-23	0	0	0	0	0	6	0
ME	2020-09-24	0	0	0	0	0	6	0
ME	2020-09-25	0	0	0	0	0	6	0
ME	2020-09-26	0	0	0	0	0	5	0
ME	2020-09-27	0	0	0	0	0	5	0
ME	2020-09-28	0	0	0	0	0	5	0
ME	2020-09-29	0	0	0	0	0	5	0
ME	2020-09-30	0	0	0	0	0	5	0
ME	2020-10-01	0	0	0	0	0	5	0
ME	2020-10-02	0	0	0	0	0	5	0
ME	2020-10-03	0	0	0	0	0	4	0
ME	2020-10-04	240	10	0	0	0	4	0
ME	2020-10-05	4093	226	0	0	0	4	1669
ME	2020-10-06	5791	249	0	0	0	4	2445
ME	2020-10-07	9115	333	0	0	0	4	1955
ME	2020-10-08	0	0	0	0	0	4	0
ME	2020-10-09	0	0	0	0	0	4	0
ME	2020-10-10	0	0	0	0	0	3	0
ME	2020-10-11	26	1	0	0	0	3	0
ME	2020-10-12	8459	467	0	0	0	3	2130
ME	2020-10-13	8899	405	0	0	0	3	2265
ME	2020-10-14	11315	430	0	0	0	3	2094
ME	2020-10-15	0	0	0	0	0	3	0
ME	2020-10-16	0	0	0	0	0	3	0
ME	2020-10-17	6780	327	0	0	0	2	1637
ME	2020-10-18	137	3	0	0	0	2	0
ME	2020-10-19	0	0	0	0	0	2	0
ME	2020-10-20	9472	355	0	0	243	2	2020
ME	2020-10-21	6490	178	0	0	121	2	1377
ME	2020-10-22	0	0	0	0	0	2	0
ME	2020-10-23	0	0	0	0	0	2	0
ME	2020-10-24	0	0	0	0	0	1	0
ME	2020-10-25	0	0	0	0	0	1	0
ME	2020-10-26	380	4	0	0	1	1	0
ME	2020-10-27	11698	317	0	0	205	1	2247
ME	2020-10-28	10704	210	0	0	126	1	2341
ME	2020-10-29	0	0	0	0	0	1	0
ME	2020-10-30	0	0	0	0	0	1	0
ME	2020-10-31	0	0	0	0	0	1	0
ME	2020-11-01	22140	372	0	0	230	1	8257
ME	2020-11-02	239	3	0	0	3	1	0
ME	2020-11-03	15818	365	0	0	98	1	40806
MI	2020-08-15	0	0	0	0	0	11	0
MI	2020-08-16	0	0	0	0	0	11	0
MI	2020-08-17	0	0	0	0	0	11	0
MI	2020-08-18	0	0	0	0	0	11	0
MI	2020-08-19	0	0	0	0	0	11	0
MI	2020-08-20	0	0	0	0	0	11	0
MI	2020-08-21	0	0	0	0	0	11	0
MI	2020-08-22	0	0	0	0	0	10	0
MI	2020-08-23	117	4	4	0	0	10	0
MI	2020-08-24	241594	3979	2955	96	0	10	40324
MI	2020-08-25	275640	3862	2795	87	0	10	40131
MI	2020-08-26	347615	26663	2885	95	0	10	80137
MI	2020-08-27	0	0	0	0	0	10	0
MI	2020-08-28	0	0	0	0	0	10	0
MI	2020-08-29	1168	4	0	0	0	9	0
MI	2020-08-30	139	3	1	0	0	9	0
MI	2020-08-31	35	1	0	0	0	9	0
MI	2020-09-01	0	0	0	0	0	9	0
MI	2020-09-02	0	0	0	0	0	9	0
MI	2020-09-03	0	0	0	0	0	9	0
MI	2020-09-04	0	0	0	0	0	9	0
MI	2020-09-05	0	0	0	0	0	8	0
MI	2020-09-06	0	0	0	0	0	8	0
MI	2020-09-07	0	0	0	0	0	8	0
MI	2020-09-08	0	0	0	0	0	8	0
MI	2020-09-09	0	0	0	0	0	8	0
MI	2020-09-10	0	0	0	0	0	8	0
MI	2020-09-11	0	0	0	0	0	8	0
MI	2020-09-12	0	0	0	0	0	7	0
MI	2020-09-13	46	0	0	0	0	7	0
MI	2020-09-14	32	0	0	0	0	7	0
MI	2020-09-15	330257	4422	3236	80	0	7	102086
MI	2020-09-16	335675	3254	2429	58	0	7	99520
MI	2020-09-17	0	0	0	0	0	7	0
MI	2020-09-18	0	0	0	0	0	7	0
MI	2020-09-19	0	0	0	0	0	6	0
MI	2020-09-20	0	0	0	0	0	6	0
MI	2020-09-21	0	0	0	0	0	6	0
MI	2020-09-22	0	0	0	0	0	6	0
MI	2020-09-23	36	36	36	0	0	6	0
MI	2020-09-24	0	0	0	0	0	6	0
MI	2020-09-25	0	0	0	0	0	6	0
MI	2020-09-26	280639	1985	1234	26	0	5	35097
MI	2020-09-27	181179	1146	703	15	0	5	33396
MI	2020-09-28	208371	3362	695	25	0	5	65631
MI	2020-09-29	237613	3239	944	20	0	5	70458
MI	2020-09-30	214948	3314	973	17	0	5	72775
MI	2020-10-01	0	0	0	0	0	5	0
MI	2020-10-02	0	0	0	0	0	5	0
MI	2020-10-03	70872	1585	0	0	0	4	14157
MI	2020-10-04	100998	1929	0	0	0	4	16752
MI	2020-10-05	116213	2111	0	0	0	4	15510
MI	2020-10-06	1423	66	0	0	0	4	0
MI	2020-10-07	0	0	0	0	0	4	0
MI	2020-10-08	0	0	0	0	0	4	0
MI	2020-10-09	0	0	0	0	0	4	0
MI	2020-10-10	104544	1660	0	1	0	3	13467
MI	2020-10-11	120784	2208	0	0	0	3	14892
MI	2020-10-12	121151	2980	0	1	0	3	14519
MI	2020-10-13	92755	2319	0	0	0	3	0
MI	2020-10-14	5414	208	0	0	0	3	0
MI	2020-10-15	0	0	0	0	0	3	0
MI	2020-10-16	0	0	0	0	0	3	0
MI	2020-10-17	89770	1899	0	0	0	2	10874
MI	2020-10-18	94253	1949	0	0	0	2	11631
MI	2020-10-19	139634	2796	0	0	0	2	15010
MI	2020-10-20	112546	1732	0	0	0	2	12077
MI	2020-10-21	12100	133	0	0	0	2	0
MI	2020-10-22	0	0	0	0	0	2	0
MI	2020-10-23	0	0	0	0	0	2	0
MI	2020-10-24	52203	325	0	2	212	1	8991
MI	2020-10-25	86120	535	0	1	312	1	12876
MI	2020-10-26	149942	876	0	3	534	1	17348
MI	2020-10-27	94249	933	0	1	561	1	14356
MI	2020-10-28	18624	84	0	0	43	1	0
MI	2020-10-29	0	0	0	0	0	1	0
MI	2020-10-30	0	0	0	0	0	1	0
MI	2020-10-31	145041	987	0	0	593	1	17597
MI	2020-11-01	7841	33	0	0	20	1	0
MI	2020-11-02	122971	907	0	0	580	1	17170
MI	2020-11-03	43173	289	0	0	109	1	80519
MN	2020-09-19	196536	3347	2196	58	0	6	48605
MN	2020-09-20	181869	3807	2506	57	0	6	26693
MN	2020-09-21	177586	3913	2433	55	0	6	28245
MN	2020-09-22	137170	2824	1830	60	0	6	24211
MN	2020-09-23	169042	3522	2156	48	0	6	22808
MN	2020-09-24	0	0	0	0	0	6	0
MN	2020-09-25	0	0	0	0	0	6	0
MN	2020-09-26	146090	3164	2025	21	0	5	21900
MN	2020-09-27	127558	2695	1640	13	0	5	23872
MN	2020-09-28	110726	2650	1524	20	0	5	20176
MN	2020-09-29	102119	2262	1184	15	0	5	15197
MN	2020-09-30	130038	2488	1294	17	0	5	25740
MT	2020-08-25	13	0	0	0	0	10	0
MT	2020-08-26	109801	2378	1750	71	0	10	48777
MT	2020-08-27	0	0	0	0	0	10	0
MT	2020-08-28	0	0	0	0	0	10	0
MT	2020-08-29	0	0	0	0	0	9	0
MT	2020-08-30	0	0	0	0	0	9	0
MT	2020-08-31	0	0	0	0	0	9	0
MT	2020-09-01	0	0	0	0	0	9	0
MT	2020-09-02	1002	3	0	0	0	9	0
MT	2020-09-03	0	0	0	0	0	9	0
MT	2020-09-04	0	0	0	0	0	9	0
MT	2020-09-05	0	0	0	0	0	8	0
MT	2020-09-06	0	0	0	0	0	8	0
MT	2020-09-07	0	0	0	0	0	8	0
MT	2020-09-08	0	0	0	0	0	8	0
MT	2020-09-09	0	0	0	0	0	8	0
MT	2020-09-10	0	0	0	0	0	8	0
MT	2020-09-11	0	0	0	0	0	8	0
MT	2020-09-12	0	0	0	0	0	7	0
MT	2020-09-13	0	0	0	0	0	7	0
MT	2020-09-14	0	0	0	0	0	7	0
MT	2020-09-15	0	0	0	0	0	7	0
MT	2020-09-16	0	0	0	0	0	7	0
MT	2020-09-17	0	0	0	0	0	7	0
MT	2020-09-18	0	0	0	0	0	7	0
MT	2020-09-19	0	0	0	0	0	6	0
MT	2020-09-20	0	0	0	0	0	6	0
MT	2020-09-21	0	0	0	0	0	6	0
MT	2020-09-22	0	0	0	0	0	6	0
MT	2020-09-23	1876	88	0	0	0	6	0
MT	2020-09-24	0	0	0	0	0	6	0
MT	2020-09-25	0	0	0	0	0	6	0
MT	2020-09-26	0	0	0	0	0	5	0
MT	2020-09-27	0	0	0	0	0	5	0
MT	2020-09-28	0	0	0	0	0	5	0
MT	2020-09-29	0	0	0	0	0	5	0
MT	2020-09-30	0	0	0	0	0	5	0
MT	2020-10-01	0	0	0	0	0	5	0
MT	2020-10-02	0	0	0	0	0	5	0
MT	2020-10-03	0	0	0	0	0	4	0
MT	2020-10-04	0	0	0	0	0	4	0
MT	2020-10-05	0	0	0	0	0	4	0
MT	2020-10-06	0	0	0	0	0	4	0
MT	2020-10-07	0	0	0	0	0	4	0
MT	2020-10-08	0	0	0	0	0	4	0
MT	2020-10-09	0	0	0	0	0	4	0
MT	2020-10-10	13258	534	0	0	478	3	3074
MT	2020-10-11	20543	584	0	0	484	3	3648
MT	2020-10-12	18275	443	0	0	311	3	2918
MT	2020-10-13	21000	438	0	0	251	3	2974
MT	2020-10-14	18703	314	0	0	159	3	2593
MT	2020-10-15	0	0	0	0	0	3	0
MT	2020-10-16	0	0	0	0	0	3	0
MT	2020-10-17	16193	398	0	0	130	2	2737
MT	2020-10-18	26939	504	0	0	159	2	3447
MT	2020-10-19	26528	473	0	0	124	2	2966
MT	2020-10-20	30111	427	0	0	114	2	2653
MT	2020-10-21	14726	177	0	0	37	2	1815
MT	2020-10-22	0	0	0	0	0	2	0
MT	2020-10-23	0	0	0	0	0	2	0
MT	2020-10-24	4324	51	0	0	23	1	1626
MT	2020-10-25	23456	294	0	0	117	1	2851
MT	2020-10-26	0	0	0	0	0	1	0
MT	2020-10-27	224	0	0	0	0	1	0
MT	2020-10-28	42	0	0	0	0	1	0
MT	2020-10-29	0	0	0	0	0	1	0
MT	2020-10-30	0	0	0	0	0	1	0
MT	2020-10-31	0	0	0	0	0	1	0
MT	2020-11-01	0	0	0	0	0	1	0
MT	2020-11-02	462	1	0	0	0	1	0
MT	2020-11-03	9657	190	0	0	42	1	27753
NC	2020-08-18	123582	11932	1700	102	0	11	0
NC	2020-08-19	284459	27461	3952	186	0	11	0
NC	2020-08-20	0	0	0	0	0	11	0
NC	2020-08-21	0	0	0	0	0	11	0
NC	2020-08-22	4280	60	52	3	0	10	0
NC	2020-08-23	751	9	8	0	0	10	0
NC	2020-08-24	3	0	0	0	0	10	0
NC	2020-08-25	328	9	6	1	0	10	0
NC	2020-08-26	991	13	12	0	0	10	0
NC	2020-08-27	0	0	0	0	0	10	0
NC	2020-08-28	0	0	0	0	0	10	0
NC	2020-08-29	174054	3151	2322	92	0	9	28091
NC	2020-08-30	97625	1877	1377	47	0	9	28654
NC	2020-08-31	110011	2417	1825	68	0	9	85731
NC	2020-09-01	614	11	11	1	0	9	0
NC	2020-09-02	10	0	0	0	0	9	0
NC	2020-09-03	0	0	0	0	0	9	0
NC	2020-09-04	0	0	0	0	0	9	0
NC	2020-09-05	0	0	0	0	0	8	0
NC	2020-09-06	0	0	0	0	0	8	0
NC	2020-09-07	0	0	0	0	0	8	0
NC	2020-09-08	0	0	0	0	0	8	0
NC	2020-09-09	0	0	0	0	0	8	0
NC	2020-09-10	0	0	0	0	0	8	0
NC	2020-09-11	0	0	0	0	0	8	0
NC	2020-09-12	166	0	0	0	0	7	0
NC	2020-09-13	293583	5839	4369	118	0	7	50103
NC	2020-09-14	268028	5093	3706	92	0	7	46985
NC	2020-09-15	2990	54	35	1	0	7	0
NC	2020-09-16	318	1	1	0	0	7	0
NC	2020-09-17	0	0	0	0	0	7	0
NC	2020-09-18	0	0	0	0	0	7	0
NC	2020-09-19	0	0	0	0	0	6	0
NC	2020-09-20	0	0	0	0	0	6	0
NC	2020-09-21	0	0	0	0	0	6	0
NC	2020-09-22	58983	2101	0	2	2	6	11965
NC	2020-09-23	73396	2096	0	0	2	6	13636
NC	2020-09-24	0	0	0	0	0	6	0
NC	2020-09-25	0	0	0	0	0	6	0
NC	2020-09-26	55994	1627	0	0	51	5	11325
NC	2020-09-27	56440	1453	0	1	88	5	11235
NC	2020-09-28	66312	1614	0	0	32	5	11590
NC	2020-09-29	81861	1926	0	0	36	5	12740
NC	2020-09-30	81249	1773	0	0	25	5	11671
NC	2020-10-01	21	0	0	0	0	5	0
NC	2020-10-02	0	0	0	0	0	5	0
NC	2020-10-03	46375	967	0	0	8	4	10125
NC	2020-10-04	68806	1218	0	0	18	4	10200
NC	2020-10-05	71243	1599	0	2	23	4	10447
NC	2020-10-06	87553	1783	0	0	12	4	11883
NC	2020-10-07	88398	1524	0	0	7	4	11225
NC	2020-10-08	0	0	0	0	0	4	0
NC	2020-10-09	0	0	0	0	0	4	0
NC	2020-10-10	55958	850	0	0	3	3	8586
NC	2020-10-11	65117	980	0	0	3	3	9189
NC	2020-10-12	59521	1259	0	4	1084	3	11085
NC	2020-10-13	52511	1051	0	1	899	3	10496
NC	2020-10-14	65850	1085	0	2	937	3	10108
NC	2020-10-15	0	0	0	0	0	3	0
NC	2020-10-16	0	0	0	0	0	3	0
NC	2020-10-17	50986	919	0	1	6	2	8186
NC	2020-10-18	62196	1110	0	0	10	2	9081
NC	2020-10-19	69104	1039	0	0	778	2	9964
NC	2020-10-20	48288	690	0	0	452	2	8249
NC	2020-10-21	38029	556	0	1	302	2	6645
NC	2020-10-22	0	0	0	0	0	2	0
NC	2020-10-23	0	0	0	0	0	2	0
NC	2020-10-24	26487	283	0	0	2	1	7394
NC	2020-10-25	63508	798	0	0	5	1	8698
NC	2020-10-26	69259	623	0	0	387	1	12615
NC	2020-10-27	53840	505	0	0	268	1	10589
NC	2020-10-28	76633	665	0	0	372	1	11986
NC	2020-10-29	0	0	0	0	0	1	0
NC	2020-10-30	0	0	0	0	0	1	0
NC	2020-10-31	95587	736	0	0	378	1	15246
NC	2020-11-01	99619	659	0	0	287	1	17185
NC	2020-11-02	87740	713	0	0	314	1	16966
NC	2020-11-03	80294	668	0	0	196	1	119291
NE	2020-08-18	50993	1257	695	82	0	11	0
NE	2020-08-19	3777	44	24	2	0	11	0
NE	2020-08-20	0	0	0	0	0	11	0
NE	2020-08-21	0	0	0	0	0	11	0
NE	2020-08-22	61	0	0	0	0	10	0
NE	2020-08-23	64	1	1	0	0	10	0
NE	2020-08-24	0	0	0	0	0	10	0
NE	2020-08-25	0	0	0	0	0	10	0
NE	2020-08-26	17	0	0	0	0	10	0
NE	2020-08-27	0	0	0	0	0	10	0
NE	2020-08-28	0	0	0	0	0	10	0
NE	2020-08-29	30	0	0	0	0	9	0
NE	2020-08-30	46	0	0	0	0	9	0
NE	2020-08-31	72	0	0	0	0	9	0
NE	2020-09-01	0	0	0	0	0	9	0
NE	2020-09-02	0	0	0	0	0	9	0
NE	2020-09-03	0	0	0	0	0	9	0
NE	2020-09-04	0	0	0	0	0	9	0
NE	2020-09-05	0	0	0	0	0	8	0
NE	2020-09-06	0	0	0	0	0	8	0
NE	2020-09-07	0	0	0	0	0	8	0
NE	2020-09-08	0	0	0	0	0	8	0
NE	2020-09-09	0	0	0	0	0	8	0
NE	2020-09-10	0	0	0	0	0	8	0
NE	2020-09-11	0	0	0	0	0	8	0
NE	2020-09-12	3781	257	182	9	0	7	39742
NE	2020-09-13	0	0	0	0	0	7	0
NE	2020-09-14	124843	3354	2069	78	0	7	22718
NE	2020-09-15	102849	2918	1743	126	0	7	42858
NE	2020-09-16	105	1	0	0	0	7	0
NE	2020-09-17	0	0	0	0	0	7	0
NE	2020-09-18	0	0	0	0	0	7	0
NE	2020-09-19	0	0	0	0	0	6	0
NE	2020-09-20	0	0	0	0	0	6	0
NE	2020-09-21	0	0	0	0	0	6	0
NE	2020-09-22	0	0	0	0	0	6	0
NE	2020-09-23	0	0	0	0	0	6	0
NE	2020-09-24	0	0	0	0	0	6	0
NE	2020-09-25	0	0	0	0	0	6	0
NE	2020-09-26	0	0	0	0	0	5	0
NE	2020-09-27	0	0	0	0	0	5	0
NE	2020-09-28	0	0	0	0	0	5	0
NE	2020-09-29	0	0	0	0	0	5	0
NE	2020-09-30	0	0	0	0	0	5	0
NE	2020-10-01	0	0	0	0	0	5	0
NE	2020-10-02	0	0	0	0	0	5	0
NE	2020-10-03	0	0	0	0	0	4	0
NE	2020-10-04	0	0	0	0	0	4	0
NE	2020-10-05	0	0	0	0	0	4	0
NE	2020-10-06	0	0	0	0	0	4	0
NE	2020-10-07	0	0	0	0	0	4	0
NE	2020-10-08	0	0	0	0	0	4	0
NE	2020-10-09	0	0	0	0	0	4	0
NE	2020-10-10	0	0	0	0	0	3	0
NE	2020-10-11	0	0	0	0	0	3	0
NE	2020-10-12	909	43	0	0	0	3	0
NE	2020-10-13	22668	904	0	0	0	3	5122
NE	2020-10-14	28140	1034	0	1	0	3	5464
NE	2020-10-15	0	0	0	0	0	3	0
NE	2020-10-16	0	0	0	0	0	3	0
NE	2020-10-17	198	3	0	0	0	2	0
NE	2020-10-18	48	0	0	0	0	2	0
NE	2020-10-19	0	0	0	0	0	2	0
NE	2020-10-20	68	1	0	0	1	2	0
NE	2020-10-21	1	0	0	0	0	2	0
NE	2020-10-22	0	0	0	0	0	2	0
NE	2020-10-23	0	0	0	0	0	2	0
NE	2020-10-24	13346	251	0	0	185	1	3362
NE	2020-10-25	23958	787	0	0	394	1	4829
NE	2020-10-26	65	0	0	0	0	1	0
NE	2020-10-27	0	0	0	0	0	1	0
NE	2020-10-28	278	4	0	0	2	1	0
NE	2020-10-29	0	0	0	0	0	1	0
NE	2020-10-30	0	0	0	0	0	1	0
NE	2020-10-31	29	0	0	0	0	1	0
NE	2020-11-01	24191	724	0	0	335	1	10275
NE	2020-11-02	316	0	0	0	0	1	0
NE	2020-11-03	9	0	0	0	0	1	0
NH	2020-08-23	10	0	0	0	0	10	0
NH	2020-08-24	22	0	0	0	0	10	0
NH	2020-08-25	0	0	0	0	0	10	0
NH	2020-08-26	0	0	0	0	0	10	0
NH	2020-08-27	0	0	0	0	0	10	0
NH	2020-08-28	0	0	0	0	0	10	0
NH	2020-08-29	0	0	0	0	0	9	0
NH	2020-08-30	0	0	0	0	0	9	0
NH	2020-08-31	1376	0	0	0	0	9	0
NH	2020-09-01	0	0	0	0	0	9	0
NH	2020-09-02	0	0	0	0	0	9	0
NH	2020-09-03	0	0	0	0	0	9	0
NH	2020-09-04	0	0	0	0	0	9	0
NH	2020-09-05	0	0	0	0	0	8	0
NH	2020-09-06	0	0	0	0	0	8	0
NH	2020-09-07	0	0	0	0	0	8	0
NH	2020-09-08	0	0	0	0	0	8	0
NH	2020-09-09	0	0	0	0	0	8	0
NH	2020-09-10	0	0	0	0	0	8	0
NH	2020-09-11	0	0	0	0	0	8	0
NH	2020-09-12	201227	2680	1842	95	0	7	42337
NH	2020-09-13	9875	174	122	8	0	7	0
NH	2020-09-14	725	11	11	0	0	7	0
NH	2020-09-15	0	0	0	0	0	7	0
NH	2020-09-16	0	0	0	0	0	7	0
NH	2020-09-17	0	0	0	0	0	7	0
NH	2020-09-18	0	0	0	0	0	7	0
NH	2020-09-19	0	0	0	0	0	6	0
NH	2020-09-20	0	0	0	0	0	6	0
NH	2020-09-21	0	0	0	0	0	6	0
NH	2020-09-22	0	0	0	0	0	6	0
NH	2020-09-23	0	0	0	0	0	6	0
NH	2020-09-24	0	0	0	0	0	6	0
NH	2020-09-25	0	0	0	0	0	6	0
NH	2020-09-26	0	0	0	0	0	5	0
NH	2020-09-27	0	0	0	0	0	5	0
NH	2020-09-28	0	0	0	0	0	5	0
NH	2020-09-29	0	0	0	0	0	5	0
NH	2020-09-30	0	0	0	0	0	5	0
NH	2020-10-01	0	0	0	0	0	5	0
NH	2020-10-02	0	0	0	0	0	5	0
NH	2020-10-03	10147	380	0	0	0	4	2393
NH	2020-10-04	12472	402	0	0	0	4	2423
NH	2020-10-05	0	0	0	0	0	4	0
NH	2020-10-06	0	0	0	0	0	4	0
NH	2020-10-07	0	0	0	0	0	4	0
NH	2020-10-08	0	0	0	0	0	4	0
NH	2020-10-09	0	0	0	0	0	4	0
NH	2020-10-10	10882	356	0	0	0	3	2364
NH	2020-10-11	15092	420	0	0	0	3	2561
NH	2020-10-12	0	0	0	0	0	3	0
NH	2020-10-13	0	0	0	0	0	3	0
NH	2020-10-14	0	0	0	0	0	3	0
NH	2020-10-15	0	0	0	0	0	3	0
NH	2020-10-16	0	0	0	0	0	3	0
NH	2020-10-17	0	0	0	0	0	2	0
NH	2020-10-18	8993	305	0	0	0	2	1954
NH	2020-10-19	14703	421	0	0	0	2	2139
NH	2020-10-20	17	0	0	0	0	2	0
NH	2020-10-21	514	8	0	0	0	2	0
NH	2020-10-22	0	0	0	0	0	2	0
NH	2020-10-23	0	0	0	0	0	2	0
NH	2020-10-24	8339	165	0	0	129	1	1706
NH	2020-10-25	6495	95	0	0	63	1	1257
NH	2020-10-26	15433	253	0	0	198	1	2352
NH	2020-10-27	0	0	0	0	0	1	0
NH	2020-10-28	1640	40	0	1	27	1	0
NH	2020-10-29	0	0	0	0	0	1	0
NH	2020-10-30	0	0	0	0	0	1	0
NH	2020-10-31	18025	276	0	0	181	1	6849
NH	2020-11-01	278	1	0	0	0	1	0
NH	2020-11-02	21243	305	0	0	206	1	7200
NH	2020-11-03	10	0	0	0	0	1	0
PA	2020-08-15	1866	36	9	1	0	11	0
PA	2020-08-16	210819	4005	2013	338	0	11	0
PA	2020-08-17	229863	4905	2780	428	0	11	0
PA	2020-08-18	1600	34	22	3	0	11	0
PA	2020-08-19	2434	51	25	2	0	11	0
PA	2020-08-20	48211	2540	0	145	0	11	0
PA	2020-08-21	0	0	0	0	0	11	0
PA	2020-08-22	43	1	0	0	0	10	0
PA	2020-08-23	64	1	1	0	0	10	0
PA	2020-08-24	66	1	0	0	0	10	0
PA	2020-08-25	296	7	0	0	0	10	0
PA	2020-08-26	713	25	0	3	0	10	0
PA	2020-08-27	68764	2651	0	128	0	10	0
PA	2020-08-28	97	0	0	0	0	10	0
PA	2020-08-29	503	10	2	0	0	9	0
PA	2020-08-30	0	0	0	0	0	9	0
PA	2020-08-31	109821	1873	1171	107	0	9	77415
PA	2020-09-01	506	6	0	2	0	9	0
PA	2020-09-02	503	3	0	1	0	9	0
PA	2020-09-03	88495	3214	0	140	0	9	0
PA	2020-09-04	471	15	0	1	0	9	0
PA	2020-09-05	23	0	0	0	0	8	0
PA	2020-09-06	0	0	0	0	0	8	0
PA	2020-09-07	8	0	0	0	0	8	0
PA	2020-09-08	170177	3446	2178	193	0	8	32860
PA	2020-09-09	285275	6111	3946	369	0	8	43450
PA	2020-09-10	33680	1726	0	65	0	8	0
PA	2020-09-11	625	12	0	0	0	8	0
PA	2020-09-12	392	20	0	1	0	7	0
PA	2020-09-13	0	0	0	0	0	7	0
PA	2020-09-14	0	0	0	0	0	7	0
PA	2020-09-15	62	1	0	0	0	7	0
PA	2020-09-16	273	3	0	3	0	7	0
PA	2020-09-17	33275	1334	0	50	0	7	0
PA	2020-09-18	406	8	4	1	0	7	0
PA	2020-09-19	170547	2707	1831	64	0	6	76494
PA	2020-09-20	360972	5524	3878	96	0	6	49903
PA	2020-09-21	307561	4553	3139	88	0	6	54562
PA	2020-09-22	212454	3169	2154	55	0	6	33105
PA	2020-09-23	238952	2388	1547	39	0	6	23926
PA	2020-09-24	96929	3706	0	94	0	6	0
PA	2020-09-25	0	0	0	0	0	6	0
PA	2020-09-26	0	0	0	0	0	5	0
PA	2020-09-27	0	0	0	0	0	5	0
PA	2020-09-28	0	0	0	0	0	5	0
PA	2020-09-29	0	0	0	0	0	5	0
PA	2020-09-30	0	0	0	0	0	5	0
PA	2020-10-01	0	0	0	0	0	5	0
PA	2020-10-02	0	0	0	0	0	5	0
PA	2020-10-03	49219	2205	0	0	0	4	14498
PA	2020-10-04	81447	2777	0	0	0	4	16322
PA	2020-10-05	75602	2124	0	1	0	4	14929
